Age,Limited or No English Fluency,Perception Made,Homeless,Gender,Race,Disability,Arrested
60,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
38,FALSE,After Contact,FALSE,Male,Middle Eastern/South Asian,No Disabilities,TRUE
26,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
52,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
45,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
38,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
50,FALSE,After Contact,TRUE,Male,White,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
45,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
31,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
16,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
42,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
68,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
27,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
14,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
35,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
14,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
50,TRUE,After Contact,FALSE,Male,White,Deaf or Difficulty Hearing,FALSE
36,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
27,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,TRUE
14,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
45,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,TRUE
28,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,FALSE
45,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
27,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
18,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
17,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
45,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
35,FALSE,After Contact,TRUE,Female,Black/African American,No Disabilities,FALSE
53,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
29,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
46,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,Mental Health Condition,TRUE
23,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
26,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
70,FALSE,After Contact,FALSE,Female,Asian,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
42,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
33,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
20,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
34,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
30,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
27,FALSE,Before Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
27,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
25,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
39,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
50,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
28,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
30,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
28,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
29,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
29,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
20,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
20,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
20,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
27,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
18,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
50,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
45,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
50,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
45,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
30,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
30,FALSE,Before Contact,TRUE,Male,White,No Disabilities,FALSE
20,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
28,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Male,Pacific Islander,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
60,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Male,"Hispanic/Latino/Latina, White",No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
40,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
20,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
17,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
33,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
50,FALSE,After Contact,TRUE,Female,Black/African American,No Disabilities,FALSE
56,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
37,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
17,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
17,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
55,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
18,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,TRUE
15,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
29,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
60,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
23,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
29,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
60,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
34,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
38,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
50,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
19,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
22,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
22,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,Before Contact,TRUE,Female,Hispanic/Latino/Latina,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
50,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
22,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
35,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
22,FALSE,After Contact,FALSE,Male,Asian,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
39,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
21,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
50,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
45,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
34,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
50,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
29,FALSE,After Contact,TRUE,Female,White,No Disabilities,FALSE
25,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,FALSE
51,FALSE,After Contact,TRUE,Male,White,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
29,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
23,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
42,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
57,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
14,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,FALSE
28,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
29,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
16,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
50,FALSE,Before Contact,FALSE,Male,White,No Disabilities,FALSE
114,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,FALSE
25,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
60,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
28,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
60,FALSE,After Contact,TRUE,Female,White,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
41,FALSE,After Contact,TRUE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
36,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
43,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Female,"Hispanic/Latino/Latina, White",No Disabilities,TRUE
44,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
14,FALSE,After Contact,FALSE,Male,Black/African American,Hyperactive or Impulsive Behavior,FALSE
35,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
16,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
35,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
56,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
38,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
45,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
27,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
34,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
17,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
55,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
18,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
20,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
45,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
70,FALSE,After Contact,FALSE,Male,White,Other Disabilities,FALSE
16,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
55,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
20,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
20,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
20,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
15,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,FALSE
14,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,FALSE
14,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,FALSE
14,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
17,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
17,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
21,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
29,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
29,FALSE,After Contact,FALSE,Female,"Black/African American, Hispanic/Latino/Latina",No Disabilities,FALSE
28,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
55,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
55,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
49,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
23,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
14,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,FALSE
13,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,FALSE
21,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
50,FALSE,After Contact,TRUE,Male,White,No Disabilities,FALSE
38,FALSE,After Contact,TRUE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
35,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
18,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
46,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
20,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
50,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
28,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
28,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Female,Black/African American,Deaf or Difficulty Hearing,TRUE
49,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
30,FALSE,Before Contact,FALSE,Male,White,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,"Hispanic/Latino/Latina, White",No Disabilities,FALSE
36,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
50,FALSE,After Contact,FALSE,Female,White,No Disabilities,FALSE
18,FALSE,Before Contact,FALSE,Female,White,No Disabilities,FALSE
24,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
45,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,White,No Disabilities,FALSE
60,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,TRUE
26,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
24,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
18,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
23,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
25,FALSE,Before Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,FALSE
30,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,TRUE,Female,White,No Disabilities,TRUE
60,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
55,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
15,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
41,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
50,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
13,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
45,FALSE,Before Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,FALSE
13,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,Mental Health Condition,FALSE
30,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
25,FALSE,After Contact,TRUE,Male,White,No Disabilities,FALSE
25,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,FALSE
20,FALSE,After Contact,TRUE,Male,White,No Disabilities,FALSE
50,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,TRUE,Female,Hispanic/Latino/Latina,No Disabilities,TRUE
50,FALSE,After Contact,TRUE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
14,FALSE,After Contact,FALSE,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
15,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
14,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
45,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
23,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
21,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
10,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,FALSE
20,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
31,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
50,FALSE,After Contact,FALSE,Female,White,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
60,FALSE,Before Contact,TRUE,Male,White,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
22,FALSE,After Contact,TRUE,Female,White,Mental Health Condition,FALSE
25,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
13,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
16,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
38,FALSE,Before Contact,TRUE,Female,White,No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
48,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
35,FALSE,Before Contact,FALSE,Male,White,No Disabilities,FALSE
50,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
45,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
29,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
20,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
27,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
9,FALSE,After Contact,FALSE,Male,Black/African American,"Speech Impaired or Limited Use of Language, Mental Health Condition, Hyperactive or Impulsive Behavior",FALSE
36,FALSE,After Contact,FALSE,Transgender Woman,Hispanic/Latino/Latina,No Disabilities,TRUE
53,FALSE,Before Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
45,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
20,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
22,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
35,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
28,FALSE,Before Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
35,FALSE,Before Contact,FALSE,Female,White,No Disabilities,TRUE
45,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
35,FALSE,After Contact,FALSE,Male,"Black/African American, Hispanic/Latino/Latina",No Disabilities,FALSE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
29,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
20,FALSE,After Contact,FALSE,Female,Hispanic/Latino/Latina,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,TRUE
30,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
25,FALSE,After Contact,TRUE,Male,Black/African American,No Disabilities,FALSE
50,FALSE,After Contact,FALSE,Male,Hispanic/Latino/Latina,No Disabilities,FALSE
45,FALSE,After Contact,FALSE,Male,White,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Female,Black/African American,No Disabilities,TRUE
40,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,TRUE
25,FALSE,After Contact,FALSE,Male,Black/African American,No Disabilities,FALSE
