CONTACT_ID,PATROL_STATION,DATE_TIME,NUMBER_OF_MINUTES,STREET_NUMBER,DIRECTION,STREET,TYPE,SUITE,CROSS_STREET,LANDMARK,FULL_STREET,CITY,STATE,ZIP_CODE,K_12_SCHOOL,SCHOOL_NAME,CALL_FOR_SERVICE,CIVILIANS_CONTACTED,Person ID,Street #,Street Direction,Street Name,Street Type,Suite,Cross Street,Landmark,Full Address,City,State,Zip Code,Age?,K12 Student?,Limited or No English Fluency?,Perception Made,Homeless?,Gender,Race,Disability,Reason for Contact,Reason for Contact Narrative,Traffic Violation Type,Traffic Violation Offense Code,Reasonable Suspicion that the Officer Witnessed Commission of a Crime?,Reasonable Suspicion that the Person Matched Suspect Description?,Reasonable Suspicion that the Person was a Witness or Victim ID of Suspect at the Scene?,Reasonable Suspicion that the Person may be Carrying Suspicious Object?,Reasonable Suspicion that the Person's Actions was Indicative of Casing a Victim or Location?,Reasonable Suspicion that the Person was Suspected of Acting as a Lookout?,Reasonable Suspicion that the Person's Actions was Indicative of a Drug Transaction?,Reasonable Suspicion that the Person's Actions was Indicative of Engaging in a Violent Crime?,Officer had Other Reasonable Suspicions of a Crime?,Offense Code of the Reasonable Suspicion,Education Code Section,Education Code Subdivision,Person Removed from Vehicle by Order?,Person Removed from Vehicle by Physical Contact?,Field Sobriety Test Conducted?,Curbside Detention?,Person Handcuffed or Flex Cuffed?,Patrol Car Detention?,Canine Removed from Vehicle or Used to Search?,Firearm Pointed at Person?,Firearm Discharged or Used?,Electronic Control Device Used?,Impact Projectile Discharged or Used?,Canine Bit or Held Person?,Baton or Other Impact Weapon Used?,Chemical Spray Used?,Other Physical or Vehicle Contact?,Person Photographed?,Search of Person Conducted?,Asked Consent to Search Person?,Asked Consent to Search Person Given?,Search of Property Conducted?,Asked Consent to Search Property?,Asked Consent to Search Property Given?,Property was Seized?,Vehicle Impounded?,Admission or Written Statement Obtained from Student?,No Action Taken?,Search Consent Given?,Search Basis: Officer Safety/Safety of Others?,Search Basis: Search Warrant?,Search Basis: Condition of Parole/Probation/PRCS/Mandatory Supervision?,Search Basis: Suspected Weapons?,Search Basis: Visible Contraband?,Search Basis: Odor of Contraband?,Search Basis: Canine Detection?,Search Basis: Evidence of Crime?,Search Basis: Incident to Arrest?,Search Basis: Exigent Circumstances/Emergency?,Search Basis: Vehicle inventory?,Search Basis: Suspected of Violating of School Policy?,Search Basis: Reason,Property Seizure Basis: Safekeeping as Allowed by Law/Statute?,Property Seizure Basis: Contraband?,Property Seizure Basis: Evidence?,Property Seizure Basis: Impound of Vehicle?,Property Seizure Basis: Abandoned Property?,Property Seizure Basis: Suspected of Violating of School Policy?,Property Seized: Firearm(s)?,Property Seized: Ammunition?,Property Seized: Weapon(s) Other than a Firearm?,Property Seized: Drug/Narcotics?,Property Seized: Alcohol?,Property Seized: Money?,Property Seized: Drug Paraphernalia?,Property Seized: Suspected Stolen Property?,Property Seized: Cell Phone(s) or Electronic Device(s)?,Property Seized: Vehicle?,Property Seized: Other Contraband or Evidence?,Contraband Evidence Discovered: None?,Contraband Evidence Discovered: Firearm(s)?,Contraband Evidence Discovered: Ammunition?,Contraband Evidence Discovered: Weapon(s) Other than a Firearm?,Contraband Evidence Discovered: Drugs/Narcotics?,Contraband Evidence Discovered: Alcohol?,Contraband Evidence Discovered: Money?,Contraband Evidence Discovered: Drug Paraphernalia?,Contraband Evidence Discovered: Suspected Stolen Property?,Contraband Evidence Discovered: Cell Phone(s) or Electronic Device(s)?,Contraband Evidence Discovered: Other?,Result of Contact: No Action?,Result of Contact: Warning?,Result of Contact: Warning Offense Codes?,Result of Contact: Citation for infraction?,Result of Contact:Citation for Infraction Offense Codes?,Result of Contact:  In-field Cite and Release?,Result of Contact:  In-field Cite and Release Offense Codes?,Result of Contact: Custodial Arrest Pursuant to Outstanding Warrant ?,Result of Contact: Custodial Arrest Without Warrant?,Result of Contact: Custodial Arrest Without Warrant Offense Codes?,Result of Contact: Field Interview Card Completed?,Result of Contact: Noncriminal Transport or Care Taking Transport?,Result of Contact: Contacted Parent/Legal Guardian or other Person Responsible for Minor?,Result of Contact: Psychiatric Hold?,Result of Contact: Contacted U.S. Department of Homeland Security?,Result of Contact: Referral to School Administrator?,Result of Contact: Referral to School Counselor or Other Support Staff?,Lat,Lng,AVUHSD_campus,AVUHSD_campus_name
188815,LAN,2019-03-31 19:32:00,1,,,,,,20TH ST E/AVE J,,20TH ST E/AVE J,LANCASTER,CA,,False,,True,1,208096,,,,,,20TH ST E/AVE J,,20TH ST E/AVE J,LANCASTER,CA,,16,,False,After Contact,False,Female,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,PERSON MATCHED DESCRIPTION AND WAS DETAINED FOR A SPOUSAL BATTERY INVESTIGATION.,,,False,True,False,False,False,False,False,False,False,273.5(A),,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,273.5(A),False,False,,False,False,False,False,False,False,False,34.6896814,-118.0948105,False,
188830,LAN,2019-03-31 17:08:00,20,,,,,,20TH E/AV J,,20TH E/AV J,LANCASTER,CA,,False,,True,1,208114,,,,,,20TH E/AV J,,20TH E/AV J,LANCASTER,CA,,20,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,DETAINED DP RE POSSSUSPECT IN A DV CALL,,,False,True,False,False,False,False,False,False,False,273.5,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,PAT DOWN SEARCH OF POSSSUSPECT IN CALL ANDBACKSEAT DETAENTION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,,False,,False,False,,False,False,False,False,False,False,False,34.6896814,-118.0948105,False,
188867,LAN,2019-03-31 18:07:00,15,100.0,W,AVE I,,,,,100 W AVE I,LANCASTER,CA,,False,,True,1,208155,100.0,W,AVE I,,,,,100 W AVE I,LANCASTER,CA,,55,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,DRANK TWO SODAS FROM STORE. ASST MANAGER NON DESIROUS OF PROSECUTION. 10-15 FOR WARRANT,,,False,True,True,False,False,False,False,False,False,488,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,INCIDENT TO ARREST. 10-15 FOR WARRANT. OFFICER SAFETY AND SAFETY OF OTHERS. HIGH CRIME AREA.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,True,False,,False,False,False,False,False,False,False,34.70399,-118.1304294,True,Antelope Valley High
188870,LAN,2019-03-31 17:08:00,5,44700.0,,VALLEY CENTRAL,WY,,,,44700 VALLEY CENTRAL WY,LANCASTER,CA,93535.0,False,,True,3,208158,44700.0,,VALLEY CENTRAL,WY,,,,44700 VALLEY CENTRAL WY,LANCASTER,CA,93535.0,25,,False,After Contact,False,Female,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,RESPONDED TO A CALL FOR SERVICE,,,False,False,True,False,False,False,False,False,False,459.5,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,the suspect was searched incident to arrest,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,,False,,False,True,459.5,False,False,False,False,False,False,False,34.6946735,-118.1707313,False,
188870,LAN,2019-03-31 17:08:00,5,44700.0,,VALLEY CENTRAL,WY,,,,44700 VALLEY CENTRAL WY,LANCASTER,CA,93535.0,False,,True,3,208159,44700.0,,VALLEY CENTRAL,WY,,,,44700 VALLEY CENTRAL WY,LANCASTER,CA,93535.0,20,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,RESPONDED TO A CALL FOR SERVICE,,,False,False,True,False,False,False,False,False,False,459.5,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,the suspect was searched incident to arrest,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,459.5,False,False,False,False,False,False,False,34.6946735,-118.1707313,False,
188870,LAN,2019-03-31 17:08:00,5,44700.0,,VALLEY CENTRAL,WY,,,,44700 VALLEY CENTRAL WY,LANCASTER,CA,93535.0,False,,True,3,208160,44700.0,,VALLEY CENTRAL,WY,,,,44700 VALLEY CENTRAL WY,LANCASTER,CA,93535.0,20,,False,After Contact,False,Female,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,RESPONDED TO A CALL FOR SERVICE,,,False,False,True,False,False,False,False,False,False,459.5,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,the suspect was searched incident to arrest,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,,False,,False,True,459.5,False,False,False,False,False,False,False,34.6946735,-118.1707313,False,
189016,LAN,2019-04-01 08:25:00,5,,,,,,SIERRA HWY/LANCASTER BLVD,,SIERRA HWY/LANCASTER BLVD,LANCASTER,CA,,False,,False,1,208326,,,,,,SIERRA HWY/LANCASTER BLVD,,SIERRA HWY/LANCASTER BLVD,LANCASTER,CA,,40,,False,After Contact,False,Male,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,CONTACTED RE 647F,,,True,False,False,False,False,False,False,False,False,647(F),,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,647(F),False,False,False,False,False,False,False,34.6984284,-118.1369377,False,
189084,LAN,2019-04-01 11:07:00,10,,,,,,20TH STREET WEST/LANCASTER BLVD,,20TH STREET WEST/LANCASTER BLVD,LANCASTER,CA,,False,,True,1,208398,,,,,,20TH STREET WEST/LANCASTER BLVD,,20TH STREET WEST/LANCASTER BLVD,LANCASTER,CA,,20,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,CONTACTED RE CALL FOR SERVICE,,,False,True,False,False,False,False,False,False,False,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,243.4(E)(1),False,False,False,False,False,False,False,34.6968768,-118.0948682,False,
189102,LAN,2019-04-01 12:00:00,10,44900.0,,DIVISION,ST,,,,44900 DIVISION ST,LANCASTER,CA,93535.0,True,Antelope Valley High,False,1,208420,44900.0,,DIVISION,ST,,,,44900 DIVISION ST,LANCASTER,CA,93535.0,15,Yes,False,After Contact,False,Female,Hispanic/Latino/Latina,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,WITNESS ID SUBJECT AT SCENE,,,False,False,True,False,False,False,False,False,False,11357(D),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,True,11357(D),False,False,,False,False,True,False,False,False,False,34.7011137,-118.1290919,True,Antelope Valley High
189201,LAN,2019-04-01 14:00:00,5,44300.0,,HARDWOOD,AV,,,,44300 HARDWOOD AV,LANCASTER,CA,,True,The Leadership Academy,False,2,208521,44300.0,,HARDWOOD,AV,,,,44300 HARDWOOD AV,LANCASTER,CA,,14,Yes,False,After Contact,False,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,415 (1) PC,,,False,True,False,False,False,False,False,False,False,415(1),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,415(1),False,False,,False,False,True,False,False,False,False,34.6866391,-118.143837,False,
189201,LAN,2019-04-01 14:00:00,5,44300.0,,HARDWOOD,AV,,,,44300 HARDWOOD AV,LANCASTER,CA,,True,The Leadership Academy,False,2,208524,44300.0,,HARDWOOD,AV,,,,44300 HARDWOOD AV,LANCASTER,CA,,14,Yes,False,After Contact,False,Male,"Asian, Black/African American, Hispanic/Latino/Latina, Middle Eastern/South Asian, Native American, Pacific Islander, White",No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,415 (1) PC,,,False,True,False,False,False,False,False,False,False,415(1),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,415(1),False,False,,False,False,True,False,False,False,False,34.6866391,-118.143837,False,
189231,LAN,2019-04-01 13:05:00,2,43800.0,W,45TH,ST,,,,43800 W 45TH ST,LANCASTER,CA,93536.0,True,Endeavour Middle,False,1,208551,43800.0,W,45TH,ST,,,,43800 W 45TH ST,LANCASTER,CA,93536.0,14,Yes,False,After Contact,False,Male,Hispanic/Latino/Latina,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,WITNESS LOCATED NARCO ON SUBJ,,,False,False,True,False,False,False,False,False,False,11357(D),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,True,11357(D),False,False,,False,False,False,False,False,True,False,34.6793045,-118.2102007,False,
189233,LAN,2019-04-01 13:30:00,10,44900.0,,DIVISION,ST,,,,44900 DIVISION ST,LANCASTER,CA,93535.0,True,Antelope Valley High,False,2,208553,44900.0,,DIVISION,ST,,,,44900 DIVISION ST,LANCASTER,CA,93535.0,17,Yes,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,WITNESS ID SUBJECT,,,False,False,True,False,False,False,False,False,False,415(1),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,415(1),False,False,,False,False,True,False,False,False,False,34.7011137,-118.1290919,True,Antelope Valley High
189233,LAN,2019-04-01 13:30:00,10,44900.0,,DIVISION,ST,,,,44900 DIVISION ST,LANCASTER,CA,93535.0,True,Antelope Valley High,False,2,208554,44900.0,,DIVISION,ST,,,,44900 DIVISION ST,LANCASTER,CA,93535.0,17,Yes,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,WITNESS ID SUBJECT,,,False,False,True,False,False,False,False,False,False,415(1),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,415(1),False,False,,False,False,True,False,False,False,False,34.7011137,-118.1290919,True,Antelope Valley High
189343,LAN,2019-04-01 17:41:00,8,,,,,,SIERRA HWY/W AV J8,,SIERRA HWY/W AV J8,LANCASTER,CA,,False,,False,1,208665,,,,,,SIERRA HWY/W AV J8,,SIERRA HWY/W AV J8,LANCASTER,CA,,21,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,"CONSENSUAL , NO SEARCH OPTION, IN HIGH CRIME/NARCO AREA",,,False,False,False,False,False,False,False,False,True,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,11550,False,,False,,False,False,,False,False,False,False,False,False,False,34.6821961,-118.1340206,False,
189460,LAN,2019-04-01 20:20:00,5,,,,,,H8/10TH WEST,,H8/10TH WEST,LANCASTER,CA,,False,,False,1,208786,,,,,,H8/10TH WEST,,H8/10TH WEST,LANCASTER,CA,,29,,False,After Contact,False,Male,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,SAW A PERSON HANDOFF AN OBJECT IN A HIGH NARCOTICS AREA. POSSIBLY IVOLVED WITH NARCOTICS. HE TOOK OFF AFTER SOMEONE HANDED HIM SOMETHING NEAR US.,,,False,False,False,False,False,False,False,False,True,11350(A),,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"HIGH NARCOTICS AREA, REASONABLE SUSPICION HE WAS INOVOLVED IN A POSSIBLE NARCO DEAL.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,,False,,False,False,,False,False,False,False,False,False,False,34.7108371,-118.1482579,False,
189462,LAN,2019-04-01 19:33:00,10,500.0,W,LANCASTER,BL,,,,500 W LANCASTER BL,LANCASTER,CA,,False,,False,2,208788,500.0,W,LANCASTER,BL,,,,500 W LANCASTER BL,LANCASTER,CA,,29,,False,After Contact,False,Female,"Black/African American, Hispanic/Latino/Latina",No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,PERSON WAS DRIVING A REPORTED STOLEN VEHICLE,,,True,False,False,False,False,False,False,False,False,10851(A),,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,,False,,False,False,,False,False,False,False,False,False,False,34.6980378,-118.1370919,False,
189462,LAN,2019-04-01 19:33:00,10,500.0,W,LANCASTER,BL,,,,500 W LANCASTER BL,LANCASTER,CA,,False,,False,2,208790,500.0,W,LANCASTER,BL,,,,500 W LANCASTER BL,LANCASTER,CA,,28,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,PERSON WAS A PASSENGER OF A REPORTED STOLEN VEHICLE,,,True,False,False,False,False,False,False,False,False,10851(A),,,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,arrested for warrants,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,True,False,,False,False,False,False,False,False,False,34.6980378,-118.1370919,False,
189470,LAN,2019-04-01 20:43:00,1,,,,,,CHALLENGER /AV I,,CHALLENGER /AV I,LANCASTER,CA,,False,,True,1,208797,,,,,,CHALLENGER /AV I,,CHALLENGER /AV I,LANCASTER,CA,,30,,False,After Contact,False,Female,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,PERSON MATCHED DESCRIPTION IN CALL ATTEMPTING TO HIT CARS.,,,False,True,False,False,False,False,False,False,False,594(A)(2),,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,11550(A),False,False,False,False,False,False,False,34.7042267,-118.1126249,False,
189494,LAN,2019-04-01 16:40:00,7,100.0,E,AVE J,,,,,100 E AVE J,LANCASTER,CA,,False,,True,2,208825,100.0,E,AVE J,,,,,100 E AVE J,LANCASTER,CA,,55,,False,After Contact,False,Male,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,LOITERING IN FRONT OF PROPERTY,,,False,True,True,False,False,False,False,False,False,647(H),,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"loitering in front of property, high crime area, baggy clothing.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,647(H),False,,False,,False,False,,False,False,False,False,False,False,False,34.689167,-118.129987,False,
189494,LAN,2019-04-01 16:40:00,7,100.0,E,AVE J,,,,,100 E AVE J,LANCASTER,CA,,False,,True,2,208827,100.0,E,AVE J,,,,,100 E AVE J,LANCASTER,CA,,55,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,LOITERING IN FRONT OF PROPERTY,,,False,True,True,False,False,False,False,False,False,647(H),,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,647(H),False,,False,,False,False,,False,False,False,False,False,False,False,34.689167,-118.129987,False,
189517,LAN,2019-04-02 01:28:00,15,,,,,,SIERRA HWY/AVE J,,SIERRA HWY/AVE J,LANCASTER,CA,,False,,False,2,208854,,,,,,SIERRA HWY/AVE J,,SIERRA HWY/AVE J,LANCASTER,CA,,40,,False,After Contact,False,Female,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,SUSPECT WAS PUSHING A SHOPPNG CART THAT BELONGED TO A BUSINESS THAT WAS NOT NEARBY.,,,True,False,False,False,False,False,False,False,False,488,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,True,65002.0,False,,False,False,,False,False,False,False,False,False,False,34.6893573,-118.1352186,False,
189517,LAN,2019-04-02 01:28:00,15,,,,,,SIERRA HWY/AVE J,,SIERRA HWY/AVE J,LANCASTER,CA,,False,,False,2,208859,,,,,,SIERRA HWY/AVE J,,SIERRA HWY/AVE J,LANCASTER,CA,,40,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,SUSPECT WAS PUSHING SHOPPING CART BELONGING TO BUSINESS THAT WAS NOT NEARBY,,,True,False,False,False,False,False,False,False,False,488,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"high crime area, suspect had extremely baggy clothing, suspect was unsure if he had contraband on his person.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,11364(A),False,False,,False,False,False,False,False,False,False,34.6893573,-118.1352186,False,
189539,LAN,2019-04-01 20:23:00,5,2300.0,E,J-8,AV,,,,2300 E J-8 AV,LANCASTER,CA,,False,,True,1,208885,2300.0,E,J-8,AV,,,,2300 E J-8 AV,LANCASTER,CA,,40,,False,After Contact,False,Male,Hispanic/Latino/Latina,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,RESPONDED TO A CALL FOR SERVICE,,,False,True,True,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,the suspect was searched pending an investigation for a disturbance call. the suspect was under the influence,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,,False,,False,False,,False,False,False,False,False,False,False,34.6821894,-118.0887871,False,
189541,LAN,2019-04-02 02:55:00,10,700.0,W,L,AV,,,,700 W L AV,LANCASTER,CA,93534.0,False,,False,2,208886,700.0,W,L,AV,,,,700 W L AV,LANCASTER,CA,93534.0,49,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,SMOKING MARIJUANA IN PUBLIC,,,True,False,False,False,False,False,False,False,False,11362.4(A),,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,odor of marijuana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,11362.4(A),False,,False,,False,False,,False,False,False,False,False,False,False,34.6594343,-118.1436601,False,
189541,LAN,2019-04-02 02:55:00,10,700.0,W,L,AV,,,,700 W L AV,LANCASTER,CA,93534.0,False,,False,2,208887,700.0,W,L,AV,,,,700 W L AV,LANCASTER,CA,93534.0,23,,False,After Contact,False,Male,Hispanic/Latino/Latina,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,SMOKING MARIJUANA IN PUBLIC,,,True,False,False,False,False,False,False,False,False,11362.4(A),,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,odor of marijuana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,11362.4(A),False,,False,,False,False,,False,False,False,False,False,False,False,34.6594343,-118.1436601,False,
